dataset,landslide,type,soil_texture_idx,PGA2_max,x,y,predicted_susceptibility
training,0.0,Undifferentiated,7,0.15086115896701813,-46.041744,-16.883492,0.10109850019216537
training,0.0,Sandy Clay Loam,11,0.3401726484298706,51.22506,-40.332607,0.29380354285240173
training,0.0,Undifferentiated,7,0.17051173746585846,-16.274426,-26.189009,0.09460807591676712
training,0.0,Undifferentiated,7,0.13614702224731445,-49.254307,-28.150734,0.24188748002052307
training,0.0,Undifferentiated,7,0.21290671825408936,-66.36658,-6.3991036,0.06855374574661255
training,0.0,Sandy Clay Loam,7,0.3713539242744446,1.0450261,-34.57208,0.10096465051174164
training,0.0,Undifferentiated,7,0.18856260180473328,-56.719147,-6.025525,0.05465052276849747
training,0.0,Sandy Clay Loam,7,0.2086106240749359,19.303574,-33.40738,0.39083829522132874
training,0.0,Undifferentiated,11,0.17127086222171783,72.446556,-24.427252,0.061510346829891205
training,0.0,Undifferentiated,7,0.16304025053977966,-48.755688,-27.465136,0.2529507577419281
training,0.0,Undifferentiated,7,0.1377933770418167,-34.17552,-11.91852,0.1388685405254364
training,0.0,Undifferentiated,7,0.15056568384170532,-46.773514,-27.158615,0.2741411030292511
training,0.0,Sandy Clay Loam,7,0.391427606344223,7.6781306,-74.649864,0.4177825152873993
training,0.0,Undifferentiated,7,0.13787060976028442,-52.40314,-11.311946,0.13009676337242126
training,0.0,Undifferentiated,7,0.20330174267292023,-75.548096,7.5918384,0.20860719680786133
training,0.0,Sandy Clay Loam,11,0.28991785645484924,67.95267,-19.153158,0.046759314835071564
training,0.0,Undifferentiated,7,0.1941044181585312,-47.39865,-33.819187,0.9627017378807068
training,0.0,Undifferentiated,7,0.2724541425704956,-34.628902,48.168186,0.9970498085021973
training,0.0,Sandy Clay Loam,7,0.3991628587245941,-9.037482,-72.69381,0.9606309533119202
training,0.0,Sandy Clay Loam,7,0.3311285674571991,3.8473089,28.55917,0.03870663791894913
training,0.0,Sandy Clay Loam,7,0.31328684091567993,23.06122,-46.982574,0.6169816851615906
training,0.0,Undifferentiated,7,0.2050527185201645,-74.23806,18.193933,0.09231819957494736
training,0.0,Undifferentiated,11,0.16022400557994843,72.78299,-21.038374,0.06565677374601364
training,0.0,Undifferentiated,7,0.22562529146671295,-47.174664,-4.076354,0.23835204541683197
training,0.0,Sandy Clay Loam,7,0.35729023814201355,-3.2183454,-37.464695,0.14877229928970337
training,0.0,Undifferentiated,7,0.13858583569526672,-25.49873,-0.6650148,0.09953442215919495
training,0.0,Sandy Clay Loam,7,0.3343520164489746,14.057356,-65.13453,0.21577005088329315
training,0.0,Undifferentiated,7,0.13661865890026093,-34.753532,-13.806649,0.20578373968601227
training,0.0,Undifferentiated,7,0.14098018407821655,-15.6270485,-22.181656,0.0597076453268528
training,0.0,Undifferentiated,7,0.1204526349902153,-12.105108,-26.556593,0.07752182334661484
training,0.0,Undifferentiated,7,0.15922805666923523,-57.88019,-23.214954,0.1317284107208252
training,0.0,Undifferentiated,7,0.13317269086837769,-51.950657,-16.060837,0.09901468455791473
training,0.0,Undifferentiated,7,0.13668286800384521,-18.359602,-21.25327,0.06320047378540039
training,0.0,Sandy Clay Loam,7,0.3397311270236969,4.5733914,-33.72511,0.04948892816901207
training,0.0,Sandy Clay Loam,7,0.41079846024513245,26.146463,-56.997604,0.12449661642313004
training,0.0,Undifferentiated,7,0.1353181153535843,-48.570244,-13.137753,0.08101626485586166
training,0.0,Undifferentiated,7,0.1982402503490448,-55.91418,-7.447621,0.06626991927623749
training,0.0,Sandy Clay Loam,7,0.32111456990242004,27.14891,-50.49065,0.09084129333496094
training,0.0,Undifferentiated,7,0.17824600636959076,-26.044464,-26.411167,0.18445409834384918
training,0.0,Undifferentiated,7,0.1628282219171524,-57.238735,-28.969244,0.47810959815979004
training,0.0,Undifferentiated,7,0.2973020076751709,-58.641396,36.210667,0.10506290942430496
training,0.0,Sandy Clay Loam,7,0.237341046333313,-10.361263,-20.231234,0.06277097016572952
training,0.0,Undifferentiated,11,0.27586421370506287,50.957863,-7.673703,0.6846175193786621
training,0.0,Undifferentiated,7,0.23476965725421906,-7.2981706,-10.208821,0.05855938419699669
training,0.0,Undifferentiated,7,0.19867035746574402,-62.38579,-29.31406,0.3906691074371338
training,0.0,Undifferentiated,7,0.1799931526184082,-8.665696,-11.666968,0.04738839715719223
training,0.0,Undifferentiated,7,0.19010937213897705,-60.07096,-26.668184,0.15695135295391083
training,0.0,Undifferentiated,7,0.1800583153963089,-68.20319,-11.022063,0.09210033714771271
training,0.0,Sandy Clay Loam,7,0.3991628587245941,-6.819189,-73.80626,0.8396942615509033
training,0.0,Sandy Clay Loam,7,0.22418212890625,9.390872,-56.159405,0.10508088022470474
training,0.0,Undifferentiated,7,0.2233690470457077,-58.32681,-6.3721523,0.050823673605918884
training,0.0,Sandy Clay Loam,7,0.339179128408432,13.063712,-74.98758,0.40843573212623596
training,0.0,Sandy Clay Loam,11,0.31476065516471863,50.153942,-37.5665,0.7692968249320984
training,0.0,Undifferentiated,7,0.1395013928413391,-37.184547,11.394688,0.054625608026981354
training,0.0,Undifferentiated,7,0.11388983577489853,-12.20668,-31.086018,0.06714832037687302
training,0.0,Undifferentiated,7,0.3605324327945709,-53.91179,42.905266,0.17079000174999237
training,0.0,Undifferentiated,7,0.13077543675899506,-28.85209,-31.348995,0.2787800431251526
training,0.0,Undifferentiated,7,0.30361485481262207,-32.38281,43.57132,0.06688440591096878
training,0.0,Undifferentiated,7,0.14229638874530792,-36.668343,13.682833,0.052233241498470306
training,0.0,Undifferentiated,7,0.15285219252109528,-32.603317,-17.251867,0.12063734233379364
training,0.0,Undifferentiated,7,0.12942881882190704,-33.999657,-34.043377,0.37809088826179504
training,0.0,Undifferentiated,7,0.16475088894367218,-12.894279,-9.709071,0.07537440210580826
training,0.0,Sandy Clay Loam,11,0.35009026527404785,54.487988,-18.218893,0.10616928339004517
training,0.0,Undifferentiated,7,0.13831791281700134,-29.139454,6.5034323,0.06457844376564026
training,0.0,Sandy Clay Loam,7,0.3580265939235687,17.151764,-73.309395,0.17685416340827942
training,0.0,Sandy Clay Loam,7,0.27476727962493896,-2.1650968,-62.3622,0.22494365274906158
training,0.0,Sandy Clay Loam,7,0.38988953828811646,-0.042210933,32.767246,0.09333064407110214
training,0.0,Undifferentiated,7,0.2050527185201645,-72.890396,16.25334,0.2649095058441162
training,0.0,Undifferentiated,7,0.17044630646705627,-52.03457,-38.204525,0.9999998211860657
training,0.0,Undifferentiated,7,0.19174441695213318,-44.849567,-1.5846629,0.23172880709171295
training,0.0,Undifferentiated,7,0.12691721320152283,-21.881102,-30.148153,0.19990383088588715
training,0.0,Sandy Clay Loam,7,0.21791008114814758,39.211777,13.292375,0.16830843687057495
training,0.0,Undifferentiated,7,0.13186722993850708,-33.014744,-32.22254,0.31375157833099365
training,0.0,Sandy Clay Loam,7,0.21136696636676788,-14.679466,-2.4746828,0.4187541902065277
training,0.0,Undifferentiated,7,0.18102486431598663,-55.777428,-36.459232,0.9999997615814209
training,0.0,Sandy Clay Loam,7,0.26655060052871704,8.664662,-52.03202,0.16183124482631683
training,0.0,Undifferentiated,7,0.12819968163967133,-34.2061,-33.92725,0.41344529390335083
training,0.0,Undifferentiated,7,0.21094900369644165,-64.358055,5.7045054,0.07889839261770248
training,0.0,Sandy Clay Loam,7,0.3962803781032562,2.282959,-56.695667,0.10028505325317383
training,0.0,Undifferentiated,11,0.13319434225559235,31.423218,-13.135433,0.09307549148797989
training,0.0,Undifferentiated,7,0.33214500546455383,-38.49733,43.822407,0.08115742355585098
training,0.0,Sandy Clay Loam,7,0.357842355966568,-18.55517,-71.33511,0.18788735568523407
training,0.0,Undifferentiated,7,0.16507293283939362,-46.165962,-5.2712097,0.1319926381111145
training,0.0,Sandy Clay Loam,7,0.2841331958770752,-6.5915627,-62.445118,0.5629797577857971
training,0.0,Undifferentiated,7,0.19168704748153687,-15.491925,-24.934048,0.1114184707403183
training,0.0,Sandy Clay Loam,7,0.2207852303981781,10.194106,-55.5907,0.13882412016391754
training,0.0,Sandy Clay Loam,7,0.34165823459625244,-27.677181,38.608997,0.11296536028385162
training,0.0,Undifferentiated,7,0.1790461540222168,-55.86696,-33.75705,0.4892306625843048
training,0.0,Sandy Clay Loam,7,0.3185962736606598,18.742905,-46.696346,0.8372840285301208
training,0.0,Undifferentiated,7,0.1724054217338562,-48.93147,-5.14086,0.17570263147354126
training,0.0,Sandy Clay Loam,7,0.2826261818408966,2.939048,-27.248707,0.04829128086566925
training,0.0,Sandy Clay Loam,11,0.20181778073310852,53.173477,-35.536655,0.45461779832839966
training,0.0,Undifferentiated,7,0.16931544244289398,-45.974274,29.099756,0.06077497825026512
training,0.0,Undifferentiated,11,0.11837022006511688,31.055166,-10.25066,0.337605744600296
training,0.0,Sandy Clay Loam,7,0.22841958701610565,21.251709,-37.261566,0.5080220699310303
training,0.0,Undifferentiated,7,0.18731777369976044,-62.311756,-23.971985,0.18789878487586975
training,0.0,Sandy Clay Loam,7,0.3116219639778137,24.951498,-50.20192,0.07455315440893173
training,0.0,Undifferentiated,7,0.20896585285663605,-48.683464,-3.8371584,0.2890280485153198
training,0.0,Sandy Clay Loam,7,0.3659703731536865,0.6329429,-38.518677,0.0630602240562439
training,0.0,Undifferentiated,7,0.1512918323278427,-56.32736,-12.855272,0.13579906523227692
training,0.0,Undifferentiated,11,0.19887933135032654,79.397316,-18.434565,0.07262323051691055
training,0.0,Undifferentiated,7,0.14853598177433014,-52.752724,-6.735299,0.08108947426080704
training,0.0,Undifferentiated,7,0.37523722648620605,-49.64086,43.293175,0.05653705447912216
training,0.0,Sandy Clay Loam,7,0.3447054326534271,-2.3478894,-38.51288,0.08021610975265503
training,0.0,Undifferentiated,7,0.19291961193084717,-61.73131,-17.596684,0.08308235555887222
training,0.0,Undifferentiated,11,0.1441599726676941,78.68354,-22.683435,0.24687285721302032
training,0.0,Undifferentiated,7,0.1413375586271286,-13.120361,-8.623326,0.09580495953559875
training,0.0,Sandy Clay Loam,7,0.27862998843193054,2.252593,-27.353638,0.05417872965335846
training,0.0,Undifferentiated,7,0.1328883022069931,-33.267506,-14.985306,0.23725581169128418
training,0.0,Undifferentiated,7,0.3082077205181122,-30.542688,44.168438,0.0595063790678978
training,0.0,Undifferentiated,7,0.13455747067928314,-10.611145,-12.773887,0.044922538101673126
training,0.0,Undifferentiated,7,0.14340615272521973,-51.290123,-10.608987,0.07869156450033188
training,0.0,Undifferentiated,11,0.13319434225559235,31.69454,-12.2814865,0.15105600655078888
training,0.0,Undifferentiated,7,0.20381519198417664,-69.186066,-1.2858706,0.19050715863704681
training,0.0,Sandy Clay Loam,7,0.3129965364933014,18.832605,-35.12946,0.9723092913627625
training,0.0,Undifferentiated,7,0.19787563383579254,-69.72929,-1.1138575,0.2111351490020752
training,0.0,Undifferentiated,7,0.1849849373102188,-32.149994,19.29769,0.04501601681113243
training,0.0,Sandy Clay Loam,7,0.4833577275276184,10.473342,-80.26083,0.3900112807750702
training,0.0,Undifferentiated,7,0.2087259441614151,-74.15917,3.4606788,0.1592356115579605
training,0.0,Sandy Clay Loam,7,0.42076438665390015,2.6110792,-70.11492,0.1075424998998642
training,0.0,Undifferentiated,7,0.2119613140821457,-57.225327,-7.1269565,0.07066439837217331
training,0.0,Sandy Clay Loam,11,0.3833455741405487,56.70284,-18.25845,0.0733930841088295
training,0.0,Undifferentiated,7,0.1987794190645218,-72.36056,-0.5742508,0.3301723599433899
training,0.0,Sandy Clay Loam,7,0.18991629779338837,37.827995,12.374181,0.04552141949534416
training,0.0,Sandy Clay Loam,7,0.20880794525146484,-32.81837,2.1585903,0.06728322058916092
training,0.0,Sandy Clay Loam,7,0.27801164984703064,27.22032,-47.516846,0.08398821949958801
training,0.0,Undifferentiated,7,0.2202247828245163,-55.562576,34.67932,0.058596983551979065
training,0.0,Undifferentiated,7,0.20734693109989166,-67.26004,16.934132,0.2664772570133209
training,0.0,Sandy Clay Loam,7,0.2949734032154083,12.941113,-66.06232,0.18634077906608582
training,0.0,Undifferentiated,7,0.15238863229751587,-65.23947,-5.7881227,0.07602354884147644
training,0.0,Undifferentiated,7,0.22703272104263306,-60.519184,-17.466202,0.24091416597366333
training,0.0,Undifferentiated,7,0.24083636701107025,-12.730364,-22.95823,0.08138637989759445
training,0.0,Sandy Clay Loam,7,0.19437788426876068,38.97236,13.925326,0.08978722989559174
training,0.0,Undifferentiated,7,0.18867012858390808,-62.10897,-19.504309,0.13006174564361572
training,0.0,Undifferentiated,7,0.17098064720630646,-53.879826,-0.58881295,0.05486835911870003
training,0.0,Undifferentiated,7,0.1680016815662384,-45.631077,-25.166464,0.21539302170276642
training,0.0,Undifferentiated,7,0.20138365030288696,-13.429376,-18.193827,0.08747827261686325
training,0.0,Sandy Clay Loam,7,0.32285359501838684,2.478791,-30.43653,0.07504171133041382
training,0.0,Sandy Clay Loam,7,0.29888612031936646,-11.210758,-60.67035,0.8540952205657959
training,0.0,Undifferentiated,7,0.15419679880142212,-46.23903,-19.452366,0.13746145367622375
training,0.0,Undifferentiated,7,0.2239948809146881,-52.788902,-5.0235343,0.15042634308338165
training,0.0,Undifferentiated,7,0.28568461537361145,15.216325,37.72787,0.040644872933626175
training,0.0,Undifferentiated,7,0.19879651069641113,-10.105617,-11.116948,0.045735061168670654
training,0.0,Undifferentiated,7,0.17487166821956635,-48.271534,-9.172034,0.056746143847703934
training,0.0,Undifferentiated,7,0.14492560923099518,-35.46376,-26.289892,0.20442213118076324
training,0.0,Sandy Clay Loam,7,0.3336513638496399,0.26515102,-64.75344,0.11296007037162781
training,0.0,Undifferentiated,7,0.258706659078598,-33.6435,27.514635,0.0685504749417305
training,0.0,Sandy Clay Loam,11,0.40684080123901367,56.025833,-18.970995,0.12412933260202408
training,0.0,Sandy Clay Loam,7,0.3884556293487549,24.1403,-57.352154,0.09013877809047699
training,0.0,Sandy Clay Loam,7,0.4022904634475708,26.66523,-56.313995,0.14272932708263397
training,0.0,Undifferentiated,11,0.2926538586616516,51.557426,-13.738351,0.05572783946990967
training,0.0,Sandy Clay Loam,7,0.41877320408821106,19.148224,-74.13078,0.3502306044101715
training,0.0,Sandy Clay Loam,7,0.3981042802333832,4.804485,34.151985,0.08355650305747986
training,0.0,Sandy Clay Loam,7,0.31920957565307617,2.2921157,-30.413696,0.06290072202682495
training,0.0,Undifferentiated,7,0.2376106083393097,-44.291237,34.017178,0.09827028214931488
training,0.0,Undifferentiated,7,0.24854639172554016,-38.517555,39.601757,0.0894838199019432
training,0.0,Undifferentiated,7,0.18365693092346191,-35.96109,-8.037984,0.0928250104188919
training,0.0,Sandy Clay Loam,7,0.27781519293785095,-1.6833663,-29.64543,0.10279134660959244
training,0.0,Undifferentiated,7,0.1561739295721054,-49.04742,-8.497666,0.05669904872775078
training,0.0,Undifferentiated,7,0.22419871389865875,-58.94984,-29.58284,0.628516674041748
training,0.0,Sandy Clay Loam,7,0.36662545800209045,-0.44117823,-69.194115,0.4167993664741516
training,0.0,Undifferentiated,11,0.13329610228538513,77.20822,-24.591715,0.13958851993083954
training,0.0,Undifferentiated,7,0.13298778235912323,-27.798832,-24.695503,0.18641677498817444
training,0.0,Sandy Clay Loam,7,0.27801164984703064,27.261074,-47.50732,0.08123230189085007
training,0.0,Undifferentiated,7,0.14366276562213898,-54.14611,-14.199421,0.17713597416877747
training,0.0,Undifferentiated,7,0.38038408756256104,-52.96493,43.5369,0.06411314755678177
training,0.0,Undifferentiated,7,0.11382859200239182,-40.68072,4.5424623,0.1006445661187172
training,0.0,Undifferentiated,7,0.19756478071212769,-41.500416,23.63732,0.15084974467754364
training,0.0,Undifferentiated,7,0.14289319515228271,-3.230492,-15.464587,0.14432048797607422
training,0.0,Undifferentiated,7,0.16695964336395264,-35.99971,-12.698467,0.2597590982913971
training,0.0,Sandy Clay Loam,7,0.2490014135837555,22.998482,-41.115154,0.31621089577674866
training,0.0,Sandy Clay Loam,7,0.3898788094520569,-5.9309106,-73.75148,0.5801747441291809
training,0.0,Undifferentiated,7,0.17175675928592682,-33.142475,-8.69159,0.1128496453166008
training,0.0,Sandy Clay Loam,11,0.4166381061077118,56.24581,-19.222584,0.14124812185764313
training,0.0,Undifferentiated,7,0.22754135727882385,-68.36067,15.843892,0.3071674406528473
training,0.0,Undifferentiated,7,0.15828078985214233,-41.803444,-0.07483416,0.1944250911474228
training,0.0,Sandy Clay Loam,11,0.3228161036968231,62.18401,-13.335873,0.07376863062381744
training,0.0,Undifferentiated,11,0.13616491854190826,31.163418,-14.507078,0.05906866863369942
training,0.0,Undifferentiated,11,0.2139567732810974,77.31504,-18.424217,0.08983520418405533
training,0.0,Undifferentiated,7,0.1539974957704544,-31.874727,-12.661817,0.1227378100156784
training,0.0,Sandy Clay Loam,7,0.27278339862823486,-1.2534372,-29.235092,0.09528551995754242
training,0.0,Sandy Clay Loam,7,0.40069425106048584,5.8949056,-75.40111,0.3840174674987793
training,0.0,Undifferentiated,7,0.14785102009773254,-41.812553,14.429937,0.09411795437335968
training,0.0,Undifferentiated,7,0.13371634483337402,-48.85179,-27.62954,0.25400808453559875
training,0.0,Undifferentiated,7,0.2012631744146347,-66.981964,5.4335074,0.09983012080192566
training,0.0,Undifferentiated,7,0.18636123836040497,-54.941093,-3.1764932,0.058242861181497574
training,0.0,Sandy Clay Loam,11,0.24704556167125702,54.178062,-41.800262,0.1561497449874878
training,0.0,Undifferentiated,7,0.23849698901176453,-39.098682,38.5259,0.05028071627020836
training,0.0,Sandy Clay Loam,7,0.2634325623512268,22.37303,-41.81348,0.6989747881889343
training,0.0,Undifferentiated,7,0.21944712102413177,-3.075389,-12.742441,0.0723327025771141
training,0.0,Loam,11,0.2990472614765167,53.279377,-7.8657427,0.0809093564748764
training,0.0,Sandy Clay Loam,7,0.3185962736606598,20.686993,-46.15052,0.5416746139526367
training,0.0,Sandy Clay Loam,7,0.25265347957611084,11.307938,-54.832935,0.20576930046081543
training,0.0,Sandy Clay Loam,7,0.25903892517089844,23.204855,-37.32861,0.7388117909431458
training,0.0,Sandy Clay Loam,7,0.29167938232421875,17.896774,-47.40207,0.6979087591171265
training,0.0,Sandy Clay Loam,7,0.2086106240749359,18.848661,-33.479782,0.1468723863363266
training,0.0,Undifferentiated,7,0.19189271330833435,-73.66369,-5.111169,0.24621202051639557
training,0.0,Sandy Clay Loam,11,0.269618421792984,58.783115,-40.933624,0.10502889752388
training,0.0,Undifferentiated,7,0.30361485481262207,-32.6482,46.724236,0.14915215969085693
training,0.0,Undifferentiated,11,0.14744028449058533,76.800224,-24.855534,0.14293910562992096
training,0.0,Sandy Clay Loam,7,0.19383685290813446,-31.925318,18.324726,0.06002742052078247
training,0.0,Undifferentiated,7,0.2369232177734375,-12.814769,-23.104757,0.07599224150180817
training,0.0,Undifferentiated,7,0.2425309717655182,-43.82191,34.36494,0.06411641836166382
training,0.0,Sandy Clay Loam,7,0.38618171215057373,15.843825,-71.50404,0.3151479959487915
training,0.0,Undifferentiated,7,0.18904684484004974,-2.8427975,-12.363774,0.09729287773370743
training,0.0,Sandy Clay Loam,7,0.38151538372039795,-0.25618458,31.484312,0.05961448326706886
training,0.0,Sandy Clay Loam,7,0.2086106240749359,19.27639,-33.41483,0.31290727853775024
training,0.0,Undifferentiated,7,0.1630793809890747,-47.90308,-9.477486,0.07359866797924042
training,0.0,Sandy Clay Loam,11,0.34711307287216187,52.49494,-43.66453,0.18679316341876984
training,0.0,Sandy Clay Loam,11,0.18507002294063568,57.89288,-38.52126,0.15578357875347137
training,0.0,Undifferentiated,7,0.1962936818599701,-10.826253,0.8882585,0.12421870976686478
training,0.0,Undifferentiated,7,0.33758166432380676,-50.29502,42.1403,0.05298379063606262
training,0.0,Sandy Clay Loam,7,0.22282634675502777,40.297127,8.4391365,0.42165452241897583
training,0.0,Undifferentiated,11,0.15242624282836914,44.227966,-26.0801,0.08752107620239258
training,0.0,Sandy Clay Loam,7,0.28093916177749634,21.459936,-51.652245,0.10706502199172974
training,0.0,Undifferentiated,7,0.15141640603542328,-52.630497,-16.406261,0.1464918553829193
training,0.0,Undifferentiated,7,0.15086115896701813,-48.43345,-18.288675,0.14615356922149658
training,0.0,Sandy Clay Loam,7,0.46338438987731934,7.8247576,-79.55742,0.6745965480804443
training,0.0,Sandy Clay Loam,7,0.3638686239719391,-24.230942,37.76329,0.05394976958632469
training,0.0,Undifferentiated,7,0.17175675928592682,-32.70638,-11.676505,0.21559303998947144
training,0.0,Undifferentiated,7,0.2851064205169678,-31.586588,26.803202,0.0707099661231041
training,0.0,Undifferentiated,7,0.20952624082565308,-60.589664,-29.962893,0.4892784655094147
training,0.0,Undifferentiated,11,0.19976520538330078,78.21169,-17.835083,0.09725665301084518
training,0.0,Sandy Clay Loam,7,0.376996248960495,-0.65165645,32.36994,0.06014873459935188
training,0.0,Undifferentiated,7,0.21149079501628876,-70.141426,11.650184,0.677014172077179
training,0.0,Undifferentiated,7,0.2094295471906662,-65.81425,5.9673467,0.09246036410331726
training,0.0,Undifferentiated,7,0.19561508297920227,-32.200172,19.964163,0.06554622203111649
training,0.0,Sandy Clay Loam,7,0.3509477376937866,20.575975,-45.313217,0.7223235368728638
training,0.0,Undifferentiated,7,0.2088523656129837,-72.69584,10.538139,0.3316275477409363
training,0.0,Sandy Clay Loam,7,0.36185261607170105,13.463053,-75.47375,0.7900667190551758
training,0.0,Undifferentiated,7,0.22278062999248505,-41.666172,35.856697,0.0459180548787117
training,0.0,Sandy Clay Loam,7,0.3502633273601532,25.2119,-53.7528,0.10541088879108429
training,0.0,Undifferentiated,7,0.17712001502513885,-16.355349,-21.7688,0.06147722154855728
training,0.0,Undifferentiated,7,0.137366384267807,-49.026016,-18.231627,0.1328183114528656
training,0.0,Sandy Clay Loam,7,0.27560651302337646,4.875876,-26.05421,0.05369101092219353
training,0.0,Undifferentiated,7,0.1789056807756424,-59.60925,-16.481878,0.09681222587823868
training,0.0,Sandy Clay Loam,11,0.3304268717765808,60.10824,-12.6337805,0.046831730753183365
training,0.0,Sandy Clay Loam,7,0.3962118327617645,26.267382,-56.852924,0.08583933115005493
training,0.0,Sandy Clay Loam,7,0.19314727187156677,-36.465252,-24.769615,0.4634284973144531
training,0.0,Sandy Clay Loam,7,0.3435134291648865,7.9950347,32.89015,0.05032762140035629
training,0.0,Undifferentiated,7,0.12299983203411102,-15.908216,-11.727631,0.08955396711826324
training,0.0,Undifferentiated,7,0.17875996232032776,-46.799595,-21.082983,0.1304282546043396
training,0.0,Sandy Clay Loam,7,0.4740525186061859,12.7013855,-79.303986,0.7520267963409424
training,0.0,Undifferentiated,7,0.1947368085384369,-73.34873,-4.3429728,0.2819517254829407
training,0.0,Undifferentiated,7,0.22754135727882385,-68.01643,19.735764,0.19701384007930756
training,0.0,Undifferentiated,7,0.184686079621315,-55.89909,-5.669812,0.056109827011823654
training,0.0,Undifferentiated,7,0.17693166434764862,-50.02003,-37.881996,0.9999998211860657
training,0.0,Sandy Clay Loam,7,0.31800976395606995,6.287245,-59.274567,0.09669014811515808
training,0.0,Sandy Clay Loam,11,0.22487853467464447,54.504436,-35.76732,0.31506645679473877
training,0.0,Sandy Clay Loam,7,0.1746433973312378,-25.72968,-31.82101,0.25457704067230225
training,0.0,Sandy Clay Loam,7,0.3830789029598236,3.9796207,-75.73751,0.28344622254371643
training,0.0,Undifferentiated,7,0.13556677103042603,-51.075138,-11.071027,0.08197244256734848
training,0.0,Sandy Clay Loam,11,0.3452144265174866,54.677235,-21.308344,0.12135378271341324
training,0.0,Sandy Clay Loam,7,0.4367816746234894,24.536203,-58.724617,0.18605461716651917
training,0.0,Undifferentiated,7,0.19891883432865143,-38.249275,24.591831,0.08544370532035828
training,0.0,Sandy Clay Loam,7,0.25687870383262634,38.12445,16.921,0.11466258019208908
training,0.0,Sandy Clay Loam,11,0.20810261368751526,57.458332,-40.386093,0.10784183442592621
training,0.0,Undifferentiated,7,0.2257491797208786,-63.85843,-26.638042,0.16197170317173004
training,0.0,Undifferentiated,11,0.1774117648601532,77.972534,-22.872992,0.11938288062810898
training,0.0,Undifferentiated,7,0.23849698901176453,-33.672703,25.161777,0.11003860831260681
training,0.0,Sandy Clay Loam,7,0.32376882433891296,-0.8799819,-62.546703,0.1982998102903366
training,0.0,Sandy Clay Loam,7,0.3665894865989685,2.0880923,-58.917,0.13185542821884155
training,0.0,Sandy Clay Loam,7,0.3142355680465698,-2.9853063,35.884407,0.03563013672828674
training,0.0,Sandy Clay Loam,7,0.3543212115764618,5.62023,-60.938507,0.14474493265151978
training,0.0,Undifferentiated,7,0.18636123836040497,-54.675266,-2.8700414,0.06482458859682083
training,0.0,Undifferentiated,7,0.3321840167045593,-47.201546,40.51442,0.5688961148262024
training,0.0,Undifferentiated,7,0.30428919196128845,-30.718464,44.138092,0.08487525582313538
training,0.0,Undifferentiated,7,0.1277480274438858,-20.749464,-20.519146,0.06810145825147629
training,0.0,Undifferentiated,11,0.15117138624191284,31.104574,-11.448187,0.22922196984291077
training,0.0,Undifferentiated,7,0.17194217443466187,-44.474735,-26.762184,0.33398401737213135
training,0.0,Sandy Clay Loam,7,0.32111456990242004,18.10084,-55.046455,0.16437236964702606
training,0.0,Undifferentiated,7,0.17055091261863708,-47.92873,-16.94004,0.08210396766662598
training,0.0,Undifferentiated,7,0.16224153339862823,-14.503386,-18.716028,0.09277553111314774
training,0.0,Sandy Clay Loam,7,0.26047253608703613,-2.6509035,10.5580015,0.2108795940876007
training,0.0,Sandy Clay Loam,7,0.34059563279151917,10.981397,-69.43721,0.34835755825042725
training,0.0,Undifferentiated,7,0.14302225410938263,-20.980255,-31.044287,0.20030589401721954
training,0.0,Undifferentiated,7,0.26726701855659485,-37.227524,40.554745,0.18510064482688904
training,0.0,Undifferentiated,7,0.20199111104011536,-73.68531,-0.7001515,0.30547890067100525
training,0.0,Undifferentiated,7,0.1277480274438858,-20.787504,-20.54707,0.07569720596075058
training,0.0,Sandy Clay Loam,11,0.4009799659252167,57.3867,-18.193144,0.07353897392749786
training,0.0,Undifferentiated,7,0.21094900369644165,-63.735027,6.229934,0.058550283312797546
training,0.0,Undifferentiated,11,0.13361810147762299,31.692453,-12.145014,0.1676204800605774
training,0.0,Sandy Clay Loam,7,0.2207852303981781,10.423995,-55.489876,0.13027885556221008
training,0.0,Sandy Clay Loam,7,0.38151538372039795,-21.587597,10.83461,0.2371552288532257
training,0.0,Sandy Clay Loam,11,0.2616381347179413,54.463535,-41.94642,0.12990246713161469
training,0.0,Sandy Clay Loam,11,0.305471271276474,63.299812,-11.731294,0.09943762421607971
training,0.0,Sandy Clay Loam,7,0.27781519293785095,3.2015805,-26.856901,0.0594620518386364
training,0.0,Undifferentiated,7,0.1767386496067047,-5.0096183,-13.424519,0.08622142672538757
training,0.0,Undifferentiated,11,0.32025477290153503,53.817173,-14.792377,0.04771370813250542
training,0.0,Undifferentiated,7,0.18388906121253967,-56.08702,-35.758366,0.3548355996608734
training,0.0,Sandy Clay Loam,7,0.18822690844535828,39.388638,5.0891194,0.33024537563323975
training,0.0,Sandy Clay Loam,7,0.33725014328956604,-0.2651426,-65.79473,0.2131662219762802
training,0.0,Sandy Clay Loam,7,0.35344576835632324,16.996946,-63.601364,0.14368994534015656
training,0.0,Undifferentiated,7,0.17487166821956635,-48.203533,-9.338604,0.06140111759305
training,0.0,Undifferentiated,7,0.1378331184387207,-52.33604,-11.403859,0.08572599291801453
training,0.0,Undifferentiated,7,0.09679008275270462,-38.51748,10.4823265,0.047794438898563385
training,0.0,Sandy Clay Loam,7,0.2050795704126358,27.076887,-43.595703,0.09683556109666824
training,0.0,Undifferentiated,7,0.2712952494621277,-59.39577,36.149437,0.1588546633720398
